module	path	proposed_tier	confidence	source_markers	reusable_markers	public_declaration_count	direct_project_imports	required_action	proposed_canonical_family	cross_lane_dependency	rationale
NumStability.Analysis.FiniteProbability	NumStability/Analysis/FiniteProbability.lean	reusable	high	name_locator=;name_process_word=;located_declarations=0;declarations=87;doc_numbered_refs=0;doc_higham_refs=0;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=87;public_declarations=87;definitional_declarations=7;doc_generality_refs=3;reusable_tier_imports=0	87	0	plan_reusable_relocation	NumStability.Analysis.Probability.Finite	none	Source-neutral reusable mathematics: 87 of 87 public declarations have source-neutral names, the documentation cites the source only as motivation for the model, and the transitive project-import closure contains no source or mixed module, so registering NumStability.Analysis.Probability.Finite as reusable cannot create a forbidden reusable-to-source edge; 12 direct consumer(s) at the frozen base.
NumStability.Analysis.FirstOrderFramework	NumStability/Analysis/FirstOrderFramework.lean	reusable	high	name_locator=;name_process_word=;located_declarations=0;declarations=12;doc_numbered_refs=1;doc_higham_refs=1;doc_book_refs=1;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=12;public_declarations=12;definitional_declarations=8;doc_generality_refs=0;reusable_tier_imports=1	12	1	plan_reusable_relocation	NumStability.Analysis.FirstOrder	none	Source-neutral reusable mathematics: 12 of 12 public declarations have source-neutral names, the documentation cites the source only as motivation for the model, and the transitive project-import closure contains no source or mixed module, so registering NumStability.Analysis.FirstOrder as reusable cannot create a forbidden reusable-to-source edge; 2 direct consumer(s) at the frozen base.
NumStability.Analysis.FloatingPointArithmetic	NumStability/Analysis/FloatingPointArithmetic.lean	reusable	medium	name_locator=;name_process_word=;located_declarations=34;declarations=2483;doc_numbered_refs=28;doc_higham_refs=70;doc_book_refs=63;doc_display_refs=22;source_tier_imports=0	neutral_public_declarations=2447;public_declarations=2481;definitional_declarations=221;doc_generality_refs=22;reusable_tier_imports=1	2481	1	plan_reusable_relocation	NumStability.FloatingPoint.Format	none	Source-neutral reusable mathematics: 2447 of 2481 public declarations have source-neutral names, the documentation cites the source only as motivation for the model, and the transitive project-import closure contains no source or mixed module, so registering NumStability.FloatingPoint.Format as reusable cannot create a forbidden reusable-to-source edge; 44 direct consumer(s) at the frozen base.
NumStability.Analysis.FusedMultiplyAdd	NumStability/Analysis/FusedMultiplyAdd.lean	source	medium	name_locator=;name_process_word=;located_declarations=3;declarations=24;doc_numbered_refs=7;doc_higham_refs=6;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=21;public_declarations=24;definitional_declarations=7;doc_generality_refs=0;reusable_tier_imports=1	24	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 3 of 24 public declarations carry a numbered locator or source process word (for example higham2_twoFMA_productExpansion_corrected). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 3 direct consumer(s) at the frozen base.
NumStability.Analysis.Heron	NumStability/Analysis/Heron.lean	source	medium	name_locator=;name_process_word=;located_declarations=0;declarations=77;doc_numbered_refs=0;doc_higham_refs=3;doc_book_refs=3;doc_display_refs=3;source_tier_imports=0	neutral_public_declarations=77;public_declarations=77;definitional_declarations=25;doc_generality_refs=0;reusable_tier_imports=2	77	2	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 77 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Analysis.HighamChapter2ElementaryFunctions	NumStability/Analysis/HighamChapter2ElementaryFunctions.lean	source	high	name_locator=HighamChapter2;name_process_word=;located_declarations=11;declarations=12;doc_numbered_refs=2;doc_higham_refs=3;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=6;definitional_declarations=2;doc_generality_refs=0;reusable_tier_imports=1	6	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 6 of 6 public declarations carry a numbered locator or source process word (for example higham2ArctanSingleLower). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.HighamChapter2FmaDiscriminant	NumStability/Analysis/HighamChapter2FmaDiscriminant.lean	source	high	name_locator=HighamChapter2;name_process_word=;located_declarations=16;declarations=16;doc_numbered_refs=2;doc_higham_refs=2;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=8;definitional_declarations=3;doc_generality_refs=0;reusable_tier_imports=1	8	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 8 of 8 public declarations carry a numbered locator or source process word (for example higham2FmaDiscriminantInput). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.HighamChapter2GradualUnderflowExact	NumStability/Analysis/HighamChapter2GradualUnderflowExact.lean	source	medium	name_locator=HighamChapter2;name_process_word=;located_declarations=1;declarations=7;doc_numbered_refs=7;doc_higham_refs=5;doc_book_refs=3;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=6;public_declarations=7;definitional_declarations=0;doc_generality_refs=1;reusable_tier_imports=1	7	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 1 of 7 public declarations carry a numbered locator or source process word (for example higham2_gradualUnderflow_removes_theorems2_4_and2_5_provisos). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.HighamChapter2Lindemann	NumStability/Analysis/HighamChapter2Lindemann.lean	source	medium	name_locator=HighamChapter2;name_process_word=;located_declarations=5;declarations=15;doc_numbered_refs=1;doc_higham_refs=2;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=8;public_declarations=13;definitional_declarations=5;doc_generality_refs=0;reusable_tier_imports=2	13	2	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 5 of 13 public declarations carry a numbered locator or source process word (for example higham2_real_exp_transcendental). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.HighamChapter2Tablemaker	NumStability/Analysis/HighamChapter2Tablemaker.lean	source	medium	name_locator=HighamChapter2;name_process_word=;located_declarations=2;declarations=8;doc_numbered_refs=0;doc_higham_refs=4;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=6;public_declarations=8;definitional_declarations=1;doc_generality_refs=0;reusable_tier_imports=1	8	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 2 of 8 public declarations carry a numbered locator or source process word (for example Higham2LindemannExpProperty). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Analysis.HighamChapter7	NumStability/Analysis/HighamChapter7.lean	mixed_pending_split	medium	name_locator=HighamChapter7;name_process_word=;located_declarations=1010;declarations=1059;doc_numbered_refs=544;doc_higham_refs=41;doc_book_refs=138;doc_display_refs=108;source_tier_imports=1	neutral_public_declarations=49;public_declarations=1044;definitional_declarations=180;doc_generality_refs=29;reusable_tier_imports=7	1044	8	plan_semantic_split: reusable perturbation/conditioning API (49 source-neutral public declarations) -> NumStability.Analysis.Conditioning; the 1007 numbered ch7*/higham7_* declarations -> NumStability.Source.Higham.Chapter07	NumStability.Analysis.Conditioning	none	Reviewed mixed owner: 995 public declarations carry numbered-source locators and 49 are source-neutral, so the file owns both tiers. reusable perturbation/conditioning API (49 source-neutral public declarations) -> NumStability.Analysis.Conditioning; the 1007 numbered ch7*/higham7_* declarations -> NumStability.Source.Higham.Chapter07. Split before claiming complete tier coverage; 14 direct consumer(s) at the frozen base.
NumStability.Analysis.HighamChapter7Rectangular	NumStability/Analysis/HighamChapter7Rectangular.lean	source	high	name_locator=HighamChapter7;name_process_word=;located_declarations=9;declarations=9;doc_numbered_refs=7;doc_higham_refs=1;doc_book_refs=3;doc_display_refs=1;source_tier_imports=0	neutral_public_declarations=0;public_declarations=8;definitional_declarations=1;doc_generality_refs=0;reusable_tier_imports=1	8	1	plan_source_extraction	NumStability.Source.Higham.Chapter07	none	Numbered Higham Chapter 07 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 8 of 8 public declarations carry a numbered locator or source process word (for example higham7RectResidual). Proposed canonical destination NumStability.Source.Higham.Chapter07 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.IncreasingPrecision	NumStability/Analysis/IncreasingPrecision.lean	source	medium	name_locator=;name_process_word=;located_declarations=2;declarations=55;doc_numbered_refs=2;doc_higham_refs=8;doc_book_refs=15;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=38;public_declarations=40;definitional_declarations=7;doc_generality_refs=0;reusable_tier_imports=3	40	3	plan_source_extraction	NumStability.Source.Higham.Chapter01	none	Numbered Higham Chapter 01 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 2 of 40 public declarations carry a numbered locator or source process word (for example increasingPrecisionExampleElse_two_precision_failure_of_ieee_roundToEven_stored_exp_source). Proposed canonical destination NumStability.Source.Higham.Chapter01 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.InstabilityWithoutCancellation	NumStability/Analysis/InstabilityWithoutCancellation.lean	source	medium	name_locator=;name_process_word=;located_declarations=230;declarations=870;doc_numbered_refs=2;doc_higham_refs=52;doc_book_refs=38;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=640;public_declarations=870;definitional_declarations=241;doc_generality_refs=29;reusable_tier_imports=4	870	4	plan_source_extraction	NumStability.Source.Higham.Chapter01	none	Numbered Higham Chapter 01 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 230 of 870 public declarations carry a numbered locator or source process word (for example inverseSquareSingleReversePrintedAccumulator). Proposed canonical destination NumStability.Source.Higham.Chapter01 with an import-only compatibility wrapper preserved at the historical path; 3 direct consumer(s) at the frozen base.
NumStability.Analysis.MatrixConcentration	NumStability/Analysis/MatrixConcentration.lean	reusable	high	name_locator=;name_process_word=;located_declarations=0;declarations=23;doc_numbered_refs=0;doc_higham_refs=0;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=23;public_declarations=23;definitional_declarations=0;doc_generality_refs=1;reusable_tier_imports=2	23	2	plan_reusable_relocation	NumStability.Analysis.Probability.Concentration	none	Source-neutral reusable mathematics: 23 of 23 public declarations have source-neutral names, the documentation cites the source only as motivation for the model, and the transitive project-import closure contains no source or mixed module, so registering NumStability.Analysis.Probability.Concentration as reusable cannot create a forbidden reusable-to-source edge; 5 direct consumer(s) at the frozen base.
NumStability.Analysis.MatrixSpectral	NumStability/Analysis/MatrixSpectral.lean	reusable	high	name_locator=;name_process_word=;located_declarations=0;declarations=37;doc_numbered_refs=0;doc_higham_refs=0;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=37;public_declarations=37;definitional_declarations=4;doc_generality_refs=0;reusable_tier_imports=1	37	1	plan_reusable_relocation	NumStability.Analysis.Spectral	none	Source-neutral reusable mathematics: 37 of 37 public declarations have source-neutral names, the documentation cites the source only as motivation for the model, and the transitive project-import closure contains no source or mixed module, so registering NumStability.Analysis.Spectral as reusable cannot create a forbidden reusable-to-source edge; 11 direct consumer(s) at the frozen base.
NumStability.Analysis.Midpoint	NumStability/Analysis/Midpoint.lean	source	medium	name_locator=;name_process_word=;located_declarations=9;declarations=22;doc_numbered_refs=9;doc_higham_refs=3;doc_book_refs=1;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=13;public_declarations=22;definitional_declarations=0;doc_generality_refs=1;reusable_tier_imports=1	22	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 9 of 22 public declarations carry a numbered locator or source process word (for example problem2_8_finiteRoundToEven_guarded_sequence_counterexample). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 3 direct consumer(s) at the frozen base.
NumStability.Analysis.Monotonicity	NumStability/Analysis/Monotonicity.lean	reusable	medium	name_locator=;name_process_word=;located_declarations=0;declarations=51;doc_numbered_refs=0;doc_higham_refs=3;doc_book_refs=1;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=51;public_declarations=51;definitional_declarations=0;doc_generality_refs=0;reusable_tier_imports=2	51	2	defer_pending_upstream_split	NumStability.FloatingPoint.Format.Rounding	REUSABLE_BLOCKED_BY:NumStability.Analysis.TieRules	Source-neutral reusable content (51 of 51 public declarations source-neutral) whose transitive closure still reaches the numbered-source tier through NumStability.Analysis.TieRules. Registering it reusable today would create a forbidden reusable-to-source edge, so the row is deferred: reclassify and relocate to NumStability.FloatingPoint.Format.Rounding only after that owner is split.
NumStability.Analysis.MullerRecurrence	NumStability/Analysis/MullerRecurrence.lean	source	medium	name_locator=;name_process_word=;located_declarations=0;declarations=32;doc_numbered_refs=11;doc_higham_refs=2;doc_book_refs=1;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=32;public_declarations=32;definitional_declarations=8;doc_generality_refs=0;reusable_tier_imports=0	32	0	plan_source_extraction	NumStability.Source.Higham.Chapter01	none	Numbered Higham Chapter 01 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 32 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter01 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.NearInteger	NumStability/Analysis/NearInteger.lean	source	high	name_locator=;name_process_word=;located_declarations=15;declarations=21;doc_numbered_refs=6;doc_higham_refs=2;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=6;public_declarations=21;definitional_declarations=15;doc_generality_refs=0;reusable_tier_imports=0	21	0	plan_source_extraction	NumStability.Source.Higham.Chapter01	none	Numbered Higham Chapter 01 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 15 of 21 public declarations carry a numbered locator or source process word (for example problem12NearInteger). Proposed canonical destination NumStability.Source.Higham.Chapter01 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.Nonassociativity	NumStability/Analysis/Nonassociativity.lean	source	medium	name_locator=;name_process_word=;located_declarations=0;declarations=47;doc_numbered_refs=0;doc_higham_refs=2;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=47;public_declarations=47;definitional_declarations=2;doc_generality_refs=0;reusable_tier_imports=1	47	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 47 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 5 direct consumer(s) at the frozen base.
NumStability.Analysis.Problem2_10	NumStability/Analysis/Problem2_10.lean	source	high	name_locator=Problem2;name_process_word=;located_declarations=1705;declarations=1705;doc_numbered_refs=490;doc_higham_refs=2;doc_book_refs=4;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=1547;definitional_declarations=2;doc_generality_refs=149;reusable_tier_imports=1	1547	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 1547 of 1547 public declarations carry a numbered locator or source process word (for example problem2_10_ieeeDouble_two_pow_le_maxFiniteMagnitude). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 4 direct consumer(s) at the frozen base.
NumStability.Analysis.Problem2_12	NumStability/Analysis/Problem2_12.lean	source	high	name_locator=Problem2;name_process_word=;located_declarations=16;declarations=16;doc_numbered_refs=6;doc_higham_refs=2;doc_book_refs=1;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=14;definitional_declarations=0;doc_generality_refs=0;reusable_tier_imports=1	14	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 14 of 14 public declarations carry a numbered locator or source process word (for example problem2_12_ieeeDouble_predecessor_normalized). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Analysis.Problem2_13	NumStability/Analysis/Problem2_13.lean	source	high	name_locator=Problem2;name_process_word=;located_declarations=114;declarations=114;doc_numbered_refs=8;doc_higham_refs=2;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=104;definitional_declarations=8;doc_generality_refs=0;reusable_tier_imports=1	104	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 104 of 104 public declarations carry a numbered locator or source process word (for example problem2_13_candidateJ). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Analysis.Problem2_14	NumStability/Analysis/Problem2_14.lean	source	high	name_locator=Problem2;name_process_word=;located_declarations=22;declarations=22;doc_numbered_refs=9;doc_higham_refs=2;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=14;definitional_declarations=2;doc_generality_refs=0;reusable_tier_imports=1	14	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 14 of 14 public declarations carry a numbered locator or source process word (for example problem2_14_ieeeDouble_four_thirds_rounds_to_lower). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Analysis.Problem2_15_16	NumStability/Analysis/Problem2_15_16.lean	source	high	name_locator=Problem2;name_process_word=;located_declarations=27;declarations=27;doc_numbered_refs=9;doc_higham_refs=3;doc_book_refs=1;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=27;definitional_declarations=6;doc_generality_refs=1;reusable_tier_imports=1	27	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 27 of 27 public declarations carry a numbered locator or source process word (for example problem2_15_16Probe). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.Problem2_17	NumStability/Analysis/Problem2_17.lean	source	high	name_locator=Problem2;name_process_word=;located_declarations=11;declarations=11;doc_numbered_refs=6;doc_higham_refs=3;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=9;definitional_declarations=4;doc_generality_refs=0;reusable_tier_imports=2	9	2	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 9 of 9 public declarations carry a numbered locator or source process word (for example problem2_17_discriminant). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.Problem2_18	NumStability/Analysis/Problem2_18.lean	source	high	name_locator=Problem2;name_process_word=;located_declarations=8;declarations=8;doc_numbered_refs=6;doc_higham_refs=3;doc_book_refs=1;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=8;definitional_declarations=1;doc_generality_refs=0;reusable_tier_imports=1	8	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 8 of 8 public declarations carry a numbered locator or source process word (for example problem2_18_positiveExponentGapAtMostOne). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.Problem2_19	NumStability/Analysis/Problem2_19.lean	source	high	name_locator=Problem2;name_process_word=;located_declarations=6;declarations=6;doc_numbered_refs=5;doc_higham_refs=2;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=6;definitional_declarations=1;doc_generality_refs=0;reusable_tier_imports=1	6	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 6 of 6 public declarations carry a numbered locator or source process word (for example problem2_19_sqrt_square_eq_abs_of_finiteSystem). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 3 direct consumer(s) at the frozen base.
NumStability.Analysis.Problem2_20	NumStability/Analysis/Problem2_20.lean	source	high	name_locator=Problem2;name_process_word=;located_declarations=31;declarations=31;doc_numbered_refs=16;doc_higham_refs=4;doc_book_refs=1;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=29;definitional_declarations=7;doc_generality_refs=0;reusable_tier_imports=2	29	2	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 29 of 29 public declarations carry a numbered locator or source process word (for example problem2_20_exactRatio). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.Problem2_23	NumStability/Analysis/Problem2_23.lean	source	high	name_locator=Problem2;name_process_word=;located_declarations=13;declarations=13;doc_numbered_refs=5;doc_higham_refs=2;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=13;definitional_declarations=5;doc_generality_refs=0;reusable_tier_imports=1	13	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 13 of 13 public declarations carry a numbered locator or source process word (for example problem2_23_guardDigitY). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.Problem2_24	NumStability/Analysis/Problem2_24.lean	source	high	name_locator=Problem2;name_process_word=;located_declarations=214;declarations=218;doc_numbered_refs=94;doc_higham_refs=2;doc_book_refs=2;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=4;public_declarations=215;definitional_declarations=5;doc_generality_refs=1;reusable_tier_imports=1	215	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 211 of 215 public declarations carry a numbered locator or source process word (for example problem2_24_eval). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Analysis.Problem2_25	NumStability/Analysis/Problem2_25.lean	source	high	name_locator=Problem2;name_process_word=;located_declarations=20;declarations=20;doc_numbered_refs=5;doc_higham_refs=2;doc_book_refs=2;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=20;definitional_declarations=10;doc_generality_refs=0;reusable_tier_imports=2	20	2	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 20 of 20 public declarations carry a numbered locator or source process word (for example problem2_25_fmaCorrection). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.Problem2_26	NumStability/Analysis/Problem2_26.lean	source	medium	name_locator=Problem2;name_process_word=;located_declarations=0;declarations=56;doc_numbered_refs=3;doc_higham_refs=2;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=56;public_declarations=56;definitional_declarations=13;doc_generality_refs=1;reusable_tier_imports=1	56	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 0 of 56 public declarations carry a numbered locator or source process word; the numbered correspondence is carried by the module documentation and statement shapes rather than by declaration names. Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 2 direct consumer(s) at the frozen base.
NumStability.Analysis.Problem2_27	NumStability/Analysis/Problem2_27.lean	source	high	name_locator=Problem2;name_process_word=;located_declarations=26;declarations=26;doc_numbered_refs=4;doc_higham_refs=2;doc_book_refs=1;doc_display_refs=9;source_tier_imports=0	neutral_public_declarations=0;public_declarations=25;definitional_declarations=5;doc_generality_refs=0;reusable_tier_imports=1	25	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 25 of 25 public declarations carry a numbered locator or source process word (for example problem2_27_residual). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.Problem2_3	NumStability/Analysis/Problem2_3.lean	source	high	name_locator=Problem2;name_process_word=;located_declarations=78;declarations=78;doc_numbered_refs=13;doc_higham_refs=2;doc_book_refs=0;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=68;definitional_declarations=12;doc_generality_refs=2;reusable_tier_imports=1	68	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 68 of 68 public declarations carry a numbered locator or source process word (for example problem2_3_singleToDoubleMantissaScale). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
NumStability.Analysis.Problem2_5	NumStability/Analysis/Problem2_5.lean	source	high	name_locator=Problem2;name_process_word=;located_declarations=6;declarations=6;doc_numbered_refs=8;doc_higham_refs=3;doc_book_refs=1;doc_display_refs=0;source_tier_imports=0	neutral_public_declarations=0;public_declarations=6;definitional_declarations=1;doc_generality_refs=0;reusable_tier_imports=1	6	1	plan_source_extraction	NumStability.Source.Higham.Chapter02	none	Numbered Higham Chapter 02 correspondence: the module documentation frames the file as formalising or auditing printed source material, and 6 of 6 public declarations carry a numbered locator or source process word (for example problem2_5_binaryOneTenthTerm). Proposed canonical destination NumStability.Source.Higham.Chapter02 with an import-only compatibility wrapper preserved at the historical path; 1 direct consumer(s) at the frozen base.
